content,rating,predict_rating
" 好莱坞的纯消遣，不过还挺逗，乐天
        ",1,1
" 6.8,，林青霞的美和郑少秋的英俊都表现得不够，剧情也不够吸引人！
        ",1,1
" 中规中矩平平淡淡，但是用真海豚超加分。
        ",1,1
" 这个有意思 AV歌舞童话故事
        ",1,2
" 录音MV。2691
        ",1,2
" 灰色，always 灰色
        ",1,2
" 主要是冲着演员来看的。查理演什么喜剧都一样，逗出自己的本色。男主角一副不想拯救世界不做独胆英雄只想睡到_(:зゝ∠)_女主的特点，在谍战片中很少见。
        ",1,1
" 哥哥。。。。哥哥！！！！！！
        ",1,1
" LOL
        ",1,2
" 中央六正演呢。cast太太太强了
                
                
",1,1
" SA
        ",1,2
" Horrible invader, slain that invader, yea that hope, slain that hope.
        ",1,0
" 涉及刑侦判案的部分不多，也不复杂，这部片就是用来隐射前苏联时期的。我不知道这种情况是否真实，反正问我爹妈，我们国家文革期间也不会出现这种不追查杀人犯掩饰美好生活的事。2个小时能看下去，但政治偏向太重所以看得人觉得有些BUG太多
        ",1,1
" 说起小时候看了什么电影深刻就做什么梦，跟姬友提了几句囫囵的印象，姬友就猜出来了！！！温了一遍 http://www.acfun.tv/v/ac498669
        ",1,2
" 最后转折太无厘头了，画蛇添足
        ",1,1
" 😂很妙的希臘神話現代演绎，因為南美色彩和民族特性的展現實在是太突出了。巴西人真的無時無刻都能開啟狂歡模式！只是最後我一直以為會轉變成一部奇幻片，沒想到還是用傳統的巫術招魂來演繹原本處於冥間的故事，徹頭徹尾的本土化。兩個小孩子真是最有戲的配角( *｀ω´)
                
                
",1,2
" 割裂。
        ",1,0
" 还以为是像无法触及和你丫闭嘴那种两人爆笑组合，结果不是，不过也是有一些笑点的！小女孩太可爱了，她一出场音乐都变了！
        ",1,2
" 一开头蹦出agharta,心想片子蛮正点。前二十分钟，以为主线会是老迈如何从哥伦比亚跳槽到华纳，在华纳爵士分部和marcus miller等协助下推出《tutu》，结果从老迈进电梯后就演变成回忆糟粕婚姻和警匪追逐。近几年音乐纪录片或者电影要么是苦情向要么是猎奇向，本片不幸沦为猎奇向。最后live band算是彩蛋
        ",1,0
" 什么鬼？？？？？
                
                
",1,0
" 先看的现场，后补的电影版，Jane Horrocks的嗓子微微有点萌！但自闭少女这梗演得浮于表面生硬牵强，难爱更多
        ",1,1
" 一般吧，形式大于内容，毕竟年代有限，导演希望表现战争的残酷对人性的迫害，但8分钟的片头不足以体现内涵，想通过变异孩子来表现人性却又用力不足，使得这一电影游离于思想与形式之间，既没有惊悚电影的完成度，表现核心思想又显得不充分。
        ",1,0
" 典型美国喜剧~无聊时看的，还可以吧，打发时间够了
        ",1,0
" 哈   我上了我深爱的直男  然后开始了搅基生涯  就是要这样  自慰戏很不错  结尾的配乐也超搭
                
                
",1,2
" 没有出彩之处，片尾的借尸还魂也显得突兀。
        ",1,1
" 追撃シーンは長くて少し苛立ちを感じたが、朝日が昇るショットは感激的だった。
        ",1,1
" 浓郁的黑色电影的风格倾向，被融入了很多黑色幽默的设计，不管是台词上还是剧情上，似乎都跨在二者之间，加上鲜明的色彩呈现，电影的实验性十足。完成度不错，但是细节不够完善，电影的后半段明显要强于前面，具有更多的变化，前面有一段甚至会带给观众乏味无聊的感受。
        ",1,1
" 每一集最好看的地方都是决斗，又一次见识了美式无厘头
        ",1,2
" 少了点童趣
        ",1,0
" 美式喜剧
        ",1,1
" 谜一样的电影！~
        ",1,2
" 看过完全没印象了，非常平庸
                
                
",1,0
" 一个阿森纳球迷的心路历程~对阿森纳的狂热表现的非常令人信服，令观众感同身受，但好可惜都系感染5到我。感觉就系变相噶阿森纳球迷宣传片，同埋戏中噶感情戏劲唔like咯，戏中出现劲多令人费解噶跳跃，连贯性唔强，非球迷与球迷的仿佛身处两个世界，不明白对方为何在球赛这件事上站在格格不入的两个极端
        ",1,2
" 疯狂变态，娃娃脸杀手吓尿。
        ",1,1
" 画面秉承老雷的独有的风格，并意图以道格拉斯的爆裂警察和高仓健的东方儒士来展现美日文化差异，可惜拍的还是老美眼中的日本，非常肤浅。且作为一部警匪片完全没必要拍成两小时，加之剧本孱弱，高潮早泄，缺点也就显而易见了。
        ",1,0
" 中规中矩。只有最后一个故事设置很不错，结果估计导演也这么觉得，还借角色之口说出来了，搞得人哭笑不得。
                
                
",1,1
" highland park bowl
        ",1,2
" 大尺度啊
        ",1,1
" 看似客观却对主角完全不带怜悯极尽嘲讽的叙述视角也是蛮微妙
        ",1,2
" 苏联卫国战争电影总是伴随着大义凌然之气，真是让人敬佩的意志
        ",1,2
" 奇奇怪怪的东西 母爱？
                
                
",1,0
" 勉强能看
        ",1,0
" 俩虎逼傻老爷们。。以后我儿子要是这样我得愁死
        ",1,1
" 一部充满傻白甜气息的美式爱情甜点，男帅女靓，虽然有点甜得齁人但是也挑不出什么大毛病。
        ",1,1
" 不可能超于斯特雷特先生的水准
        ",1,0
" 真是神译片名啊!一首I will survive整个人都high起来了。"" I know you all tired painful. But pain will heals, girls love scars. The glory are forever!""
        ",1,2
" 男主很可爱，女主很SWEET, 结局也不错~
        ",1,1
" 中间还行，结尾太假
        ",1,1
" 阵容很赞，节奏很慢，看的云里雾里。。。
        ",1,1
" 糙是糙
大半夜总是比较宽容
                
                
",1,0
" 基本符合原著
                
                
",1,1
" 曾經震驚全球的88888 error account；雖然沒人相信他是最高操作者，但仍然被報導為單手拖垮了巴林的Nick Leeson。當時很多option操作為了影片效果都淺淺帶過了，今天看來仍然是觸目驚心。（交易所場景真是讓人懷念OTC trading那種熱鬧到瘋狂的氛圍～）
        ",1,2
" 这个片！我的上帝！当年真是打开了新世界的大门！有种神探噶杰特的感觉，但又不是，迷宫戏印象很深，整个片子弥漫着一种无所谓啦什么嘛不想打嘛的感觉。咦。童年回忆。
                
                
",1,2
" 7.5 早期邵氏，故事薄弱，布景来凑，最爱竹林一场，其他与之相比皆平平。
        ",1,0
" 故事和我看片名时所预想的差很多，关于“石中剑”的传说只有在首尾才有讲述，而中间一大部分时间都花在了糊涂巫师“教育”华特的细节上，可能由于此条线索不够有趣又感觉和主线有些脱节，因而不是很满意这样的编排。…不过看到梅林与女巫都法那段还蛮有惊喜的，和“孙悟空大战二郎神”的桥段异曲同工。
        ",1,2
" 举步维艰，并不认同。喜欢看西恩潘演焦虑…
        ",1,1
" 想给三星半的  不大气
        ",1,1
" 果然如sneakview观众，嫌其冗长，且无熟悉明星，现代观众更嫌其节奏慢，核心事件已经过去太久。对我，这种上层政治把戏（包括不忠和外遇），实在是所讨厌的，不感兴趣的。
        ",1,0
" 阿阿阿 colin简直太好看拉！！！太好看拉！！（日记里的历史哥起点挺高阿，怎么现在净演小电视剧呢，还有justified里的Art。michael shannon？？）
                
                
",1,2
" 黃口小兒，無腦憤青。此外，日本人對天皇全面的幻想還真是一以貫之
        ",1,2
" 汤老湿演技棒棒哒，Joel反派诠释不错。
        ",1,1
" 挺可爱的小直男
                
                
",1,2
" 这群演员为什么要把演技浪费在这样一部青春纪念片里面。。
        ",1,0
" 中规中矩。就是没看懂遗传基因这些东西。既然让小坏蛋记忆唤醒，干脆把小孩8岁前记忆也唤醒，让剧情更复杂，各种人物情感更微妙。也许会有意思
        ",1,1
" 其实还可以的
                
                
",1,1
" 软弱的人什么都干不成
                
                
",1,2
" 比影像更丰富的是现实，比影像更贫瘠的也是现实。3.5
        ",1,1
" 我居然看完了。。。当然是为了舔jr
        ",1,0
" 当幸福就是不来敲门… 西恩潘表演细腻，电影略投机。
                
                
",1,1
" 极品卢瑟的自我毁灭，西恩潘确实演的好，特别卢瑟
                
                
",1,2
" 没有觉得很特别
        ",1,1
" 不如之后的作品成熟
        ",1,1
" 这种电影还是去看星爷吧
        ",1,0
" 无果的爱情。唉。
        ",1,1
" 包砸猴！功夫好看，剧情比较一般。
        ",1,0
" 观感有点奇怪，移民、青少年问题、同性等等，电影各方面都有涉及，又都没有着重发力，以至于找不到电影重心。难忘的也就只是DDL的在颈边的舌吻了。
        ",1,1
" 奉太奎的爱情轻喜剧，还不错，3星半。
        ",1,1
" 即便变成大家希望的样子、他还是他、何必以自己的眼光和判断强加于他人
        ",1,2
" 整部影片很松散。而且好多镜头都不知道要描述什么。
        ",1,0
" 并不觉得能打动观众，但费雯丽和奥利弗的角色很适合。黑白光影下费雯丽如雕塑般美丽圣洁，像一个艺术品。
        ",1,2
" 一句话剧透，长最丑的那个就是凶手。片名叫《回归》，大致就是复仇者归来，痛、麻醉、催眠术！
        ",1,2
" 为了年轻的华仔多给一星。
        ",1,0
" “我们一定是靠近我们的镇了，所以他就回到了他的家。” “他没有和我们说再见。” “是，他没有说，跳舞就代表了，那是他们和人们说再见的方式。” 当她回忆起那个小湖的时候，我替她遗憾，也知道这遗憾是注定的。影评里说跳舞代表求婚，微微心塞。
        ",1,2
" 小男孩死得好冤，豆瓣这简介是啥。。
        ",1,0
" 铁娘子
        ",1,2
" 大脑短路的帅哥，KK若无非凡的相貌，就冲他接拍的一系列烂片早就被打入18层地狱永世不得翻身了。。。
        ",1,0
" 一般
        ",1,1
" 这么有型的猫奴屌丝何必拍钱德勒的小说，未看过原书的定觉此片闷死了，片中取景尽可能地体现日光大海，却使人脸总呈现出背光的状态看着很不舒服，结尾还真是出乎意料，何不重新编剧不要用钱德勒的名号了...PS本片的基调会使我想起特吕弗的《骗婚记》。。。
        ",1,1
" 比较无聊
        ",1,0
" 刻意拉平2人地位身份之差，反倒削弱了爱之分量，中规中矩，想必爱它之人都是对上译配音的怀念...PS选角比较符合原著，只是原著颇爱的中罗切斯特先生化装成灵媒的一段终究未出现。。。
        ",1,1
" 和五分钟那部相比呵呵呵我现在觉得能把故事节奏锊平了就行...对没错我现在在磕双胞胎电影
        ",1,0
" 看得我一驚一乍的，電影結束以後整個人都不好了···不過我還挺喜歡的，畢竟沒有人死···
        ",1,0
" 这也是一个大IP,强调的是主角的国家信仰的动摇，可一帮说着不知什么口音英语的美国人要去演绎一个有深度的前苏联国家信仰的故事真的很难让人进去。44号孩子是指第44个被发现的孩子的尸体，汤老师在oldman老师的帮助下探案追拿凶手的故事。
        ",1,0
" 狐狸版倩女幽魂啊
        ",1,1
" 亚特兰蒂斯应当作为整个旅行的最大亮点，也许场景太复杂就没做吧。许多场景都能看出是在摄影棚拍的，但54年就能在特效上达到这样的高度，已经算是难得了。
        ",1,1
" 剧情简单满轻松 妮妮的红袜子真是 额还是 哈哈哈 反正这是个看脸的世界 从来不变
                
                
",1,1
" 百合给三星
        ",1,1
" 记不得剧情了，应该很不错的电影~~~~
        ",1,2
" 有点乱，有点长
        ",1,1
" 影片中的恶搞很好笑，但与影片的基调不符，显得很多余。我看此片的唯一目的是为了看懂有麦登登出演的王牌播音员2
        ",1,1
" 原来小时候是看过的，那时对那颗钢芯子弹印象很深。
        ",1,2
" 帅哥美女
        ",1,1
" 没有台词，用音乐来讲一个故事，喜欢Daft Punk的朋友不能错过
        ",1,2
" 基佬片，兴趣不大。听说摄影是谷克多。
        ",1,1
" 露点好看
        ",1,2
" 几乎没有献媚式的“经典时刻”再现真是谢天谢地，虚构部分的动作片走向我也完全不介意（没准儿全虚构反而更好？）。比起神格化的miles，我倒是更爱看片里don cheadle一瘸一拐塑造出来的人。可惜情节推动太缺乏说服力，写意又止于皮毛。
        ",1,1
" 恐怖的校园生活
        ",1,1
" 原谅我无节操
                
                
",1,0
" 拍的太烂了。
        ",1,0
" 禮拜天的下午跟家兄窩在沙發看得要笑死
        ",1,0
" 整个影片给我感觉就是元帅大人与其他小伙伴的吧啦吧啦吧啦吧啦吧啦吧啦
        ",1,1
" 为爱痴狂的悲情才女
        ",1,2
" 张曼玉的颜笑，打扮还有顾太太就值三星，结局太理想化了，差评，电影名字不明白，想起《冤家成双对》里面，Jeff说的，没有任何一个女人会愿意被一个穿着袜子的裸男压在身下，貌似影射了文革~居然香港也受了影响
        ",1,1
" 有些政治性的 喜剧片 还有不少笑点
        ",1,1
" 本片虽然中文片名只译为【米奇与魔豆】，但实际上是一部中篇合辑的动画片，全片是由两个独立的故事所组合而成。片中两个故事主题分别就是英文片名所提到的〝自由″与〝欢乐″。这两个故事由曾出现在《木偶奇遇记》里的蟋蟀Jiminy负责串场。—— 本片为华特·迪士尼最后一部为米老鼠配音的电影。
        ",1,1
" 拼肢有点意思啊
        ",1,1
" 歌舞片能这么无聊也是难得
        ",1,0
" 陈小春乖
        ",1,1
" 拍的手法不错，镜头有待改进，叙事一般
        ",1,1
" 没劲
        ",1,0
" 还行
        ",1,1
" 对于钱德尔导演的首部传记片来说 还算可以 如果按标准比 就太弱了。混乱的插叙太单薄无力 让人疲倦!
                
                
",1,0
" 感觉脑洞好大。不过都是演技派。柏原崇演技爆棚啊！
        ",1,2
" 好美的池上季实子，她的故事也许就述说着两个字：宿命。
        ",1,2
" 开始有种死亡诗社和心灵捕手合体的感觉 但最后还是小了 查了查诗社之后捕手之前 当时大家还都是小鲜肉
                
                
",1,1
" 扯归扯，惊悚氛围的营造还是很到位的。
        ",1,1
" 这类型的西部片真心已经看得麻痹了
        ",1,0
" 本片在悬疑性上其实一般，精彩之处在于女主被杀手追杀的那种紧张迫人的感觉。
        ",1,1
" 颓废爆裂但正义善良的警察形象永远看不够
        ",1,1
" 17年前的片子了，其实节奏和演员都不错，就是剧情稍有点单薄
                
                
",1,1
" 好一个约炮众生相   不自爱真的很难有别人爱   
                
                
",1,2
" 喜欢
                
                
",1,2
" 就是平庸，到没有那么烂
        ",1,0
" 法国就这一个女演员？
        ",1,0
" 岸谷五朗跑了一个大龙套，即使相棒换到十代目也无法企及龟山薰的高度，作为女人也好政治家也好片山雏子都是手段了得令人啧舌
        ",1,2
" 王师北定中原日，家祭勿忘告乃翁
        ",2,1
" 79/100。
        ",2,1
" 《fast runner》 高台滑雪版，1988年卡加利冬運就是充滿奇蹟。
                
                
",2,1
" 1954年版的《海底两万里》在水下摄影、特效方面的表现至今仍能让观众眼前一亮，即便那只一看就是人造的大章鱼也出色地完成了自己的氛围营造，电影中的鹦鹉螺号的造型设计让观众对其过目不忘，露出水面时的海怪模样以及下潜之后的巨鱼样式都非常成功，这是一部有美感的科幻童话。
        ",2,2
" 老爸都爱看！
        ",2,2
" 一贯许氏风格。
        ",2,1
" 不仅故事简单干净，最后伯格曼竟然还唱起了给上帝的颂歌。神迹啊，这不是神迹是什么？2016.04.07@中国电影资料馆
        ",2,2
" 你看到什么就是什么
        ",2,0
" 晦涩，nico的嚎叫太性感了
        ",2,2
" 一段历史，多年之后，凯文.史派西主演了《纸牌屋》，相比而言，《选票风波》更严肃，当然，也可以说本片讲的是台面上的事，而《纸牌屋》的着眼点是政治角力场下的龌龊，所以看起来更吸引人也在所难免。
        ",2,1
" tongnian
        ",2,0
" 角色设定大师级
        ",2,1
" 满腔巾帼血，一身舞女泪。
        ",2,2
" 比较真实，很值得一看。
        ",2,2
" 这就是我想要的生活，飞一样的感觉。反映的就是那时的社会
        ",2,2
" 最近还看了《荒野猎人》
        ",2,2
" 凯特布兰切特我很喜欢的演员！自然！剧情紧凑！父女二人互相融合！
        ",2,2
" 挺有用的一些方法
        ",2,1
" 抛开阶级斗争不讲，真得点赞，没有那么多花里胡哨的东西，信息量略大，看得惊心动魄，感觉比21世纪天朝电影好诶～
        ",2,2
" “哪有全国通缉的走资派不戴手铐的”，小时候看的，现在央六正在播出，“默默无语两眼泪，耳边响起驼铃声”，还是令人感动，文革后，我党还是反思了自己的行为的。
        ",2,2
" 富豪老翁被当女童奸杀案疑犯受审，被残忍剥出自己和貌美少妻貌合神离的真相。比较象话剧，剧情慢，算是关于老夫少妻的两性关系剧。结尾比较突兀，老头是对妻子协助警察不爱自己感到绝望，还是怀疑妻子策划此案构陷自己而自承罪名，并不确切。只能说，不能深度交流的两性关系其实早就死了。★★★☆
        ",2,1
" 画面色调调的真好看，拥挤的火车有大脚丫，有王八，有瓜子，有烟，有各种匪夷所思的玩意儿，我真是长见识了。
        ",2,1
" 老电影
        ",2,2
" 这个时候姜大卫笑得那个天真爽朗，印象难忘。
        ",2,2
" B-
        ",2,1
" 【4S】早期个体艺术家的定格动画。“演员”昆虫精细运动以及触角细微变化表以情绪，活现如人。斯塔雷维斯的“魔法”少不了耐心。
        ",2,2
" 《老妇与鸽子》与2003年的《疯狂约会美丽都》和2010年《魔术师》一起铸就「西维亚·乔迈」的【三提奥斯卡】！
        ",2,1
" 安东尼奥尼实力闷，果不其然又睡了。脱离一个旧身份想要再世为人，哪那么容易呢。这个丹吉尔跟贾木许电影里的差好多哦，没什么美感，全是艳阳。长镜头有点神奇的，调度确实牛。高迪是提神药，没高迪我大概醒不过来哈哈哈
        ",2,1
" 以当时的眼光看(⊙o⊙)奏四五星
        ",2,2
" 中年的原田冷峻犀利的美人啊。日光族也是，肢解屍體太美了
                
                
",2,2
" 很不错的一部起源电影，为#神奇女侠#提前做功课 
        ",2,2
" 由茶道及人，生灭易逝矣。
        ",2,2
" 有好几部后来片子的影子。
        ",2,2
" 谋财害命，罪有应得。& 这是一个没有死角的“阳光”地带，每个人心中都藏着秘密，每个人却又窥视他人的秘密。
        ",2,2
" 节奏紧凑，一环扣一环。
        ",2,1
" 第一次看这样的电影。
        ",2,2
" 这要是几十年前看到肯定感觉相当震撼了。故事线索清楚，隐喻略简单粗暴，节奏感和整体感欠缺，不过瑕不掩瑜，牛X闪闪的细节众多。PS：大蓝人怎么这么像阿凡达……
        ",2,1
" Fight for our benefit!
        ",2,2
" 动画作者John Canemaker的父亲在1995年去世，对他来说，父亲一直活在自己的脑海中，就像那夜空中的月亮，时常与之对话。—— 为作者+1星。
        ",2,2
" 节奏有点奇怪。想去了解一下斯拉夫人的历史了。
        ",2,1
" 这片子放在当年挺好看的，虽然实质上走的是野蛮女友的路子。
        ",2,1
" 明珠台周不時會播，但次次都太夜/怕，沒看完。今晚終於看完了，很不錯的片啊。
        ",2,1
" 本以为是恐怖片，结果超级搞笑。傻瓜蛋、小机灵、大坏蛋和正常人混合出了戏剧化的效果，一个人扮演全家、红内裤挡鬼后被当成鬼、扮女鬼儿子骗取信任等等桥段，脑洞大出汁。
        ",2,1
" 很久没看过这么朴实的电影了，节奏快但不乱。老公人好棒牺牲了好多，闹过小脾气，不过在妻子最需要的时候又义无反顾地支持妻子。Sissy Spacek也好厉害，这么一比walk the line就真的非常平庸了
        ",2,2
" 《哈利·波特》中，赫奇帕奇学院的代表动物是獾。
        ",2,1
" 12集完全不够看啊。。。
        ",2,0
" 为毛觉得丽菁子丹配一脸
        ",2,0
" 绝对经典，”座山雕“，”杨子荣“。
        ",2,2
" 情义两难全
                
                
",2,1
" 你以为逃出了一个残酷的生活 但殊不知又跳进了另一个残酷的社会。
        ",2,2
" 传承贵在坚持，坚持定能胜利。
        ",2,2
" 偷偷录音有点违背记录的原则吧
        ",2,1
" 残忍的无以复加！
                
                
",2,2
" 男帅女美，故事很梦幻，童年的美好回忆。
        ",2,2
" 职场如战场啊！
        ",2,2
" 死亡仪式戏虐另有味道
                
                
",2,1
" 有故事的喜剧，连体双胞胎的兄弟情义，即使分开身体，也无法分开他们的心～有马特达蒙，梅姨，雪儿等明星
        ",2,0
" 约翰·库萨克眨眼睛的样子，特别像个迷途的小男孩。两个人把戏演活了，尤其最后的一场戏，好感动啊！政治就是灰色地带的东西，我完全不想触碰，但人生也是在灰色地带中。但愿我的那条线，一直清晰的存在。
        ",2,2
" 重点放在了如何越狱的过程中，如果能多点对人物的性格和故事进行挖掘就好了~果然eastwood老爷子的电影还是挺对我胃口的。
        ",2,1
" 老爷子经典，还是喜欢看90年代动作片
        ",2,2
" 3.5 太长，很多没有必要的地方，还有些地方觉得好像跑题了或是没连接好。真实度也欠缺，大概奇迹都是这么说不清道理的吧。
        ",2,1
" 传说中的狗溜人。& 狗狗的“居安思危”真恐怖。& 哈哈哈~~~ & 比尔·普莱姆顿被誉为动画界昆汀·塔伦蒂诺。
        ",2,2
" 还是挺不错的片子。可能是因为政治片看得比较少，所以对这种类型的还是挺中意的。桑姐的个人魅力在另一种维度上得到了体现，比如那半个屁股。政治家们玩弄的肮脏游戏和每个人受到的伤害都敞开了说。但是中间两方斗争时候的交锋有点弱，事件之间似乎是平行并列的关系而非递进，喜剧的部分有点多余。
        ",2,1
" 不喜欢托马斯和查尔斯的妈妈，他们其实都同样是蜘蛛女王型，矫揉造作，爱装，自我中心，操控狂，他们的温柔其实是装出来的套紧情感摆布人心的圈套，并不是真正的温柔，还厉害欲擒故纵耍攻心计。不管他们外貌有多美，我看透了她们的心不美不单纯，犹如蛇蝎，只有查尔斯的赤子之心才是这世上最美丽的东西
        ",2,1
" 年轻的伊丽莎白·泰勒已展现未来巨星风采了。
        ",2,1
" 经典，洪金宝一人演三个角色，演技是刚刚的
        ",2,2
" 90年代的影片，这个蝙蝠侠是我较喜欢的，故事有内涵有悬念节奏快，呈现给我是有血有肉的角色。
        ",2,2
" 催泪又惊心，爸爸最后还是死了，好难过～～
        ",2,2
" 爱情是什么？
        ",2,1
" 赵本山的电影比电视剧好看。
        ",2,1
" 故事讲得一般般，但River的演技平静下又汹涌着波涛。
        ",2,1
" 里面居然有冯远征，不错。
        ",2,1
" 父子创业喜剧电影的开端。
        ",2,2
" 电影不错，好看。我喜欢。我可以推荐同款牛仔裤搜索 微 jtz2706257628
        ",2,2
" 影片根据真实事件改编，描写了二战期间，德国大指挥家、柏林爱乐乐团艺术总监富特文格勒因为种种原因向纳粹妥协，担任了纳粹文化部门的职务。战后，美国对富特文格勒在二战中的行为进行了调查，力图在他的身上找到纳粹思想的痕迹。
        ",2,2
" 舟舟的成功得益于他身边宽厚的社会氛围。一个人不能一辈子都没有人喝彩。。。
        ",2,2
" 在StarMovie看的，小时候看的，觉得很经典
        ",2,2
" 两对小冤家，让人又恨又爱，剧本台词很棒。
        ",2,2
" 关于夏天，关于成长，日本影片总是很吸引我...
        ",2,1
" 2016.4.14 百度云 大理石人的续篇 越来越坚硬的人们 如出一辙的政治批判 一直很佩服东欧人民 多灾多难却一直乐观坚强 虽然片长有点太长了 短一点会更好 但是其中包含的意义值得所有后人学习 片尾曲很有意思 多个侧面描写领导人 很有意思的视角 第490个标记
        ",2,2
" 萌死人的小基片！男主们帅气死了！
        ",2,2
" 喜剧明星比尔·莫里有着跟吉姆·凯瑞截然相反的幽默天才和表演路数，不耐心品味是感觉不到的。本片中他把自己的优势和特点发挥到了一个极致。一个傻瓜去参军，这个题材本身就有很多的笑料可供挖掘，而且比尔有意想把影片的基调推向讽刺嘲弄而不简简单单只是逗乐，所以最终影片呈现的是一幅军营和战场的
        ",2,1
" 特效场面、男女主演还是故事内容方面，都让人很惊艳，不禁为国产电影捉急，拍不过韩国电影也就算了，现在连印度的科幻电影都全面超越国内水平了，让人情何以堪！有人说印度电影放到一半突然有一大票人出来唱歌跳舞让人受不了，我觉得很好看啊，帅哥+靓妹，而且舞姿动人，声音甜美，不是很有味道么？
        ",2,2
" 特效场面、男女主演还是故事内容方面，都让人很惊艳，不禁为国产电影捉急，拍不过韩国电影也就算了，现在连印度的科幻电影都全面超越国内水平了，让人情何以堪！有人说印度电影放到一半突然有一大票人出来唱歌跳舞让人受不了，我觉得很好看啊，帅哥+靓妹，而且舞姿动人，声音甜美，不是很有味道么？
        ",2,2
" 麻痹啊！废柴联盟里的老傻逼皮尔斯！年轻时候这么帅啊！
        ",2,1
" Like a lifetime lived on you, but tougher... 像是我没度过的又一种生活。
        ",2,2
" 一部被“国产电影不配高分”坑了的片子，道义士们吹捧《昼颜》却踩这片，也是让人不懂。你可以不喜欢片中那个固执地活在自己空虚世界里的女人，但是你不能否定片子很好地展现了她世界的逐步坍塌，并很完整地以这种坍塌为契机逼她找寻新的自我。有些细节处理略作。也是讲了个“劳动最光荣”的道理XD
        ",2,2
" 上一门通识课的必看电影，刷新了我对很多事情的固有认知，虽然看起来挺累的，但是还蛮值得
        ",2,2
" 可爱的贝多芬一家～坏坏的女儿真的不是寡姐？
        ",2,2
" 简单的快乐，像长江七号一般，能引起观众想要养一只的愿望。印象最深的是外表刻板内心狂野的父亲，和小镇上的邻居，声音weird的Curry大叔。
        ",2,2
" 美国大片has come a long way
        ",2,1
" 以当时情形这片算是不小的制作，而这一版还带有些许的女性主义色彩，又见到胡金铨里面客串一个小和尚，好玩。另：给这片打“情色”标签的影友你看片时眼睛里进屎了吗？
        ",2,0
" 绝 
        ",2,2
" 好有趣
        ",2,2
" 千古多少张生莺莺，却只有一个红娘。
        ",2,2
" 我望着新生的女儿，才意识到我们离山林，驯鹿越来越远了。。。大兴安岭哀歌
        ",2,2
" 慢热 70年代纪录片 感觉美国二战之后二三十年也挺不容易的 尤其越战 能在老百姓整体那么颓的状态下还赢了冷战 确实不容易
        ",2,1
" 罗伊·安德森大概是把“等待戈多”那個系，所要表達的絕望美學，死亡氣質，荒誕怪異主義，冷峻風格影像化到極致的最佳導演了。創造了一種獨特的觀看人類的視角和電影語言。
        ",2,2
" 电影本身一般，但里面的那首温凉珠的曲子很好听。昨晚梦里不知为何听到了这首曲子。
        ",2,2
" 经典剧
        ",2,2
" 确实散 但各种一本正经的贱梗实在太好笑了 针对大制片厂时代的迷影电影
        ",2,1
" 天才进入狂人模式，不停在电影语言上寻求突破，已不在乎观众感受了
        ",2,2
" 最深印象不是那疏离的调子，不是人物位于荒谬战争的处境，也非男女的肉体欢愉以及无力的爱情精神，而是像油画一样的布景镜头。整部电影的确散发着荒谬，无力和孤独，仔细一看，还有一点狂躁。每个人都用不同的方式有意或无意地伤害着自身，在一场没有设置出路的局面内，后来，我们都不再问何去何从。
        ",2,2
" 風知道我一生的秘密，有一天，他也會說給別人聽。
        ",2,2
" 将希区柯克经典再次改编成一代人回忆的经典。
        ",2,2
" 视觉被各种惨烈的颜色攻击= = 故事其实很简单的所以故事不重要
        ",2,0
" 我最喜欢的一部
        ",2,2
" 又一个只能评价“我喜欢”的片子。。。。
        ",2,0
" 一场皆大欢喜的死亡事件，对""悬念""一词的另一种解释。
        ",2,1
" 卖萌的始祖
        ",2,2
" 和林肯总统的会谈非常经典！
        ",2,2
" 秀兰邓波儿所有的电影都是卖萌的
        ",2,2
" 对于这样一部电影，精致的镜头语言和写实的布景，恰如其分的配乐也很没有一个拥有一双清澈如水的眼神的女主重要
        ",2,2
" 飞机上挑电影完全靠名字和海报，没想到刚好是讲Bill Bryson老爷子。演员选得不好，长相太正统，反而是演基友的老爷爷比较像本人。很喜欢拍到老爷子屋子的镜头，看见了墙上的图书馆照片。
        ",2,1
" 演得好用力，头发一甩一甩的，还要互相望一下一起说话然后摆个造型23333
这金属好重啊！重金属！(此处有造型)
                
                
",2,1
" I really truly madly deeply passionately remarkably deliciously juicily love u #Anthony Minghella + #Alan Rickman 
可是后面女主行为难道不是毁三观？脱线的女主
        ",2,0
" 也許王家衛很不負責任，但他的不負責任造就這部片，造就很多的故事人物的秘密、一間飯店、一部電影如何影響當地的華人社會、如何影響到與他拍電影的人。春光乍洩是華人社會目前最佳的同志電影，沒有其一。很喜歡關淑怡，她是痴情的。在這部片裡被還完可謂增添了曖昧的色彩。
        ",2,2
" 小学时期的迪士尼动画系列，跳跳虎发现原来他的家人都是自己的幻想的时候，哭惨了
        ",2,2
" 一部较为写实之战争片！一战老兵带领几个二战新兵游战于多处二战区域，其主要目的并非只为灭敌，而是得以生存！
        ",2,1
" 该坐电影院前三排正中间看，或者是洗澡的时候隔着雾气
        ",2,0
" “我和他有那么不同吗？”；两兄弟和一个女人跳舞那一段，哥哥借着女孩的手抚摸弟弟的背；Don't touch him! He's my brother!; 你堕落也就是我堕落，你嗑药我也会嗑药，因为我们流着一样的血液，你死去那天也就是我死去的那天，然后永远在一起；
        ",2,2
" 比重拍版本好太多了
        ",2,0
